ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'danmu_send_time': '2020-02-15 03:05:41', 'text': 'Danke'}
{'danmu_send_time': '2020-02-15 00:57:43', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 23:39:46', 'text': '感谢！'}
{'danmu_send_time': '2020-02-14 22:33:28', 'text': '国士无双'}
{'danmu_send_time': '2020-02-14 21:57:26', 'text': '做听力题不错，老爷子感谢您'}
{'danmu_send_time': '2020-02-14 19:23:30', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 18:55:13', 'text': '谢谢！'}
{'danmu_send_time': '2020-02-14 15:51:11', 'text': '借你吉言'}
{'danmu_send_time': '2020-02-14 14:50:43', 'text': '壮士出征'}
{'danmu_send_time': '2020-02-14 14:49:44', 'text': '好可爱的教授'}
{'danmu_send_time': '2020-02-14 14:17:45', 'text': '蝙蝠为了保护人类，把自己生的那么丑看上去那么让人没食欲，它可真没错，'}
{'danmu_send_time': '2020-02-14 13:40:15', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 13:12:46', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 13:12:39', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 10:08:31', 'text': '前面的，万恶的不是蝙蝠，而是抓蝙蝠卖蝙蝠吃蝙蝠的人'}
{'danmu_send_time': '2020-02-14 03:15:23', 'text': '感谢'}
{'danmu_send_time': '2020-02-14 03:15:10', 'text': '感谢！'}
{'danmu_send_time': '2020-02-14 03:00:16', 'text': '说杀光蝙蝠的是不是幼儿园还没有毕业啊？'}
{'danmu_send_time': '2020-02-13 23:36:08', 'text': '感谢！'}
{'danmu_send_time': '2020-02-13 21:59:01', 'text': '我一直喜欢德国人'}
{'danmu_send_time': '2020-02-13 21:46:38', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 21:25:57', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 21:18:26', 'text': '感恩'}
{'danmu_send_time': '2020-02-13 20:13:43', 'text': '祝您长命百岁！'}
{'danmu_send_time': '2020-02-13 20:12:34', 'text': '谢谢！！'}
{'danmu_send_time': '2020-02-13 20:11:50', 'text': '谢谢'}
{'danmu_send_time': '2020-02-13 19:28:14', 'text': 'danke dir'}
{'danmu_send_time': '2020-02-13 19:27:56', 'text': 'danke'}
{'danmu_send_time': '2020-02-13 18:58:45', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 18:29:27', 'text': 'Danke!'}
{'danmu_send_time': '2020-02-13 18:12:05', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 11:05:07', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 10:28:14', 'text': '感谢'}
{'danmu_send_time': '2020-02-13 03:29:21', 'text': '这个好像不是中关村校区呀？'}
{'danmu_send_time': '2020-02-12 23:24:00', 'text': '谢谢你们！'}
{'danmu_send_time': '2020-02-12 23:04:37', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 22:43:48', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 22:41:51', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 22:41:45', 'text': '谢谢你'}
{'danmu_send_time': '2020-02-12 22:41:35', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 21:45:24', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 21:35:39', 'text': '感谢您！'}
{'danmu_send_time': '2020-02-12 21:30:07', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 20:48:52', 'text': '谢谢'}
{'danmu_send_time': '2020-02-12 19:51:22', 'text': '感谢！'}
{'danmu_send_time': '2020-02-12 19:39:30', 'text': '联想到伟大的白求恩医生'}
{'danmu_send_time': '2020-02-12 19:39:05', 'text': '联想到伟大的白求恩'}
{'danmu_send_time': '2020-02-12 18:44:31', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 18:27:26', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 17:31:59', 'text': '感谢，中国加油，武汉加油'}
{'danmu_send_time': '2020-02-12 17:21:31', 'text': '不小了'}
{'danmu_send_time': '2020-02-12 17:16:59', 'text': '是被迫关心'}
{'danmu_send_time': '2020-02-12 16:26:21', 'text': 'Danke'}
{'danmu_send_time': '2020-02-12 14:38:00', 'text': '阿福，你已经很好了'}
{'danmu_send_time': '2020-02-12 13:44:03', 'text': '谢谢'}
{'danmu_send_time': '2020-02-12 13:09:41', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 12:46:43', 'text': '杭州龙井虾仁为热干面加油'}
{'danmu_send_time': '2020-02-12 11:45:23', 'text': '感谢你！'}
{'danmu_send_time': '2020-02-12 11:03:39', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 10:27:37', 'text': '朱莉不哭'}
{'danmu_send_time': '2020-02-12 10:26:55', 'text': '两个人还有夫妻相'}
{'danmu_send_time': '2020-02-12 10:24:53', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 10:24:12', 'text': '感谢'}
{'danmu_send_time': '2020-02-12 09:59:55', 'text': '谢谢'}
{'danmu_send_time': '2020-02-12 01:12:16', 'text': '感谢'}
{'danmu_send_time': '2020-02-11 22:40:32', 'text': '感谢'}
{'danmu_send_time': '2020-02-11 22:20:42', 'text': '感谢'}
{'danmu_send_time': '2020-02-11 20:16:16', 'text': '脸好红'}
{'danmu_send_time': '2020-02-11 18:09:58', 'text': '老师好'}
{'danmu_send_time': '2020-02-11 17:38:05', 'text': '感谢'}
{'danmu_send_time': '2020-02-11 17:35:35', 'text': '谢谢你们！感谢'}
{'danmu_send_time': '2020-02-11 14:40:04', 'text': '感谢老爷子。祝身体健康，平平安安'}
{'danmu_send_time': '2020-02-11 13:48:44', 'text': '感谢'}
{'danmu_send_time': '2020-02-11 12:31:34', 'text': '蟹蟹'}
{'danmu_send_time': '2020-02-11 12:00:50', 'text': 'Vielen Dank!'}
{'danmu_send_time': '2020-02-11 11:15:00', 'text': '谢谢喵'}
{'danmu_send_time': '2020-02-11 10:56:19', 'text': '埃博拉90%'}
{'danmu_send_time': '2020-02-11 10:56:07', 'text': '埃博拉病毒致死率90%'}
{'danmu_send_time': '2020-02-11 10:17:37', 'text': '泪目'}
{'danmu_send_time': '2020-02-11 10:11:15', 'text': '感谢！'}
{'danmu_send_time': '2020-02-11 10:10:24', 'text': '谢谢(*°∀°)=3'}
{'danmu_send_time': '2020-02-11 09:17:17', 'text': '不哭不哭，会过去的'}
{'danmu_send_time': '2020-02-11 08:05:22', 'text': '万恶的人才对吧'}
{'danmu_send_time': '2020-02-11 01:09:50', 'text': '谢谢您'}
{'danmu_send_time': '2020-02-11 00:59:50', 'text': '好善良的福太'}
{'danmu_send_time': '2020-02-11 00:33:54', 'text': '感谢！'}
{'danmu_send_time': '2020-02-11 00:14:27', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 23:48:29', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 23:37:45', 'text': '干得漂亮'}
{'danmu_send_time': '2020-02-10 23:19:49', 'text': '感谢！'}
{'danmu_send_time': '2020-02-10 22:48:31', 'text': '非典也是这么久啊，无语，'}
{'danmu_send_time': '2020-02-10 22:11:08', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 22:00:33', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 21:42:43', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 21:42:38', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 21:41:13', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 21:40:54', 'text': '人刺'}
{'danmu_send_time': '2020-02-10 21:40:38', 'text': '人刺'}
{'danmu_send_time': '2020-02-10 21:40:15', 'text': '仅是'}
{'danmu_send_time': '2020-02-10 21:39:41', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 21:19:06', 'text': '不哭，大家都在努力'}
{'danmu_send_time': '2020-02-10 21:17:22', 'text': '感谢您，祝身体健康'}
{'danmu_send_time': '2020-02-10 20:26:50', 'text': 'danke！！！'}
{'danmu_send_time': '2020-02-10 20:18:53', 'text': '卧槽！太谢谢您了'}
{'danmu_send_time': '2020-02-10 20:07:14', 'text': '谢谢'}
{'danmu_send_time': '2020-02-10 19:59:45', 'text': '感谢您'}
{'danmu_send_time': '2020-02-10 18:05:39', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 16:47:10', 'text': '说的很真实了'}
{'danmu_send_time': '2020-02-10 16:01:22', 'text': '中国人真的好惨，第二次经历这么严重的病毒疫情'}
{'danmu_send_time': '2020-02-10 16:00:42', 'text': '谢谢'}
{'danmu_send_time': '2020-02-10 15:04:53', 'text': '先保护好自己就是给他们帮忙了'}
{'danmu_send_time': '2020-02-10 15:03:29', 'text': '不哭不哭，一定会好的'}
{'danmu_send_time': '2020-02-10 15:01:29', 'text': '不吃蝙蝠，啥事没有'}
{'danmu_send_time': '2020-02-10 13:35:25', 'text': '谢谢'}
{'danmu_send_time': '2020-02-10 13:35:10', 'text': '感谢了'}
{'danmu_send_time': '2020-02-10 11:58:21', 'text': 'Danke'}
{'danmu_send_time': '2020-02-10 11:18:56', 'text': '在做没吃过野味的有几个 海鱼吃过没 河里钓的吃过没？'}
{'danmu_send_time': '2020-02-10 11:04:18', 'text': '感谢您'}
{'danmu_send_time': '2020-02-10 11:03:24', 'text': '给钱'}
{'danmu_send_time': '2020-02-10 11:00:23', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 10:19:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 09:05:53', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 08:12:36', 'text': '谢谢'}
{'danmu_send_time': '2020-02-10 07:56:14', 'text': '谢谢'}
{'danmu_send_time': '2020-02-10 07:30:09', 'text': '加油!'}
{'danmu_send_time': '2020-02-10 05:01:15', 'text': '真心感谢'}
{'danmu_send_time': '2020-02-10 01:17:34', 'text': '感谢！'}
{'danmu_send_time': '2020-02-10 01:11:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-10 00:53:30', 'text': '德国人交流用英语?'}
{'danmu_send_time': '2020-02-09 22:30:22', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:59:33', 'text': 'Oh ja！'}
{'danmu_send_time': '2020-02-09 21:57:18', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:56:53', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:56:42', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:56:35', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:56:02', 'text': 'Oh ja！'}
{'danmu_send_time': '2020-02-09 21:51:57', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:51:42', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:51:29', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:51:20', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:31:51', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:28:13', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:01:08', 'text': '我丢阿福666牛逼'}
{'danmu_send_time': '2020-02-09 21:00:31', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 21:00:01', 'text': '感谢，感恩'}
{'danmu_send_time': '2020-02-09 20:44:19', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 20:34:03', 'text': '非常感谢您先生！'}
{'danmu_send_time': '2020-02-09 20:33:40', 'text': '感谢您！！！'}
{'danmu_send_time': '2020-02-09 20:33:03', 'text': '谢谢您'}
{'danmu_send_time': '2020-02-09 20:32:53', 'text': '谢谢您！'}
{'danmu_send_time': '2020-02-09 20:23:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 19:45:55', 'text': '谢谢'}
{'danmu_send_time': '2020-02-09 19:43:49', 'text': '谢谢教授'}
{'danmu_send_time': '2020-02-09 19:43:33', 'text': '谢谢教授'}
{'danmu_send_time': '2020-02-09 19:29:27', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 19:12:10', 'text': '感谢！'}
{'danmu_send_time': '2020-02-09 18:52:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 18:25:13', 'text': '谢谢'}
{'danmu_send_time': '2020-02-09 18:14:25', 'text': '谢谢谢谢谢谢'}
{'danmu_send_time': '2020-02-09 16:36:40', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 16:31:24', 'text': '感谢感谢'}
{'danmu_send_time': '2020-02-09 16:09:29', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 15:52:03', 'text': '谢谢'}
{'danmu_send_time': '2020-02-09 15:06:45', 'text': '感谢，谢谢您不远万里赶来，谢谢'}
{'danmu_send_time': '2020-02-09 14:25:14', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 14:25:01', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 14:18:47', 'text': '谢谢'}
{'danmu_send_time': '2020-02-09 13:47:09', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 12:51:04', 'text': 'Vielen danke'}
{'danmu_send_time': '2020-02-09 12:09:34', 'text': '阿福中文口语退步了'}
{'danmu_send_time': '2020-02-09 11:08:58', 'text': '当科'}
{'danmu_send_time': '2020-02-09 10:46:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-09 08:23:14', 'text': '感谢阿福'}
{'danmu_send_time': '2020-02-09 03:11:19', 'text': '国际国士'}
{'danmu_send_time': '2020-02-09 01:40:54', 'text': 'Vielen Dank'}
{'danmu_send_time': '2020-02-08 23:37:31', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 23:36:28', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 23:32:45', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 23:21:38', 'text': '国际主义'}
{'danmu_send_time': '2020-02-08 23:14:49', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 22:39:51', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 21:53:19', 'text': '万分感谢！'}
{'danmu_send_time': '2020-02-08 21:50:52', 'text': '感谢您'}
{'danmu_send_time': '2020-02-08 21:48:14', 'text': '感谢！'}
{'danmu_send_time': '2020-02-08 21:46:48', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 21:07:00', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 20:04:28', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 20:04:18', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 19:46:07', 'text': '医者仁心，谢谢您'}
{'danmu_send_time': '2020-02-08 19:33:32', 'text': '好有正能量'}
{'danmu_send_time': '2020-02-08 18:51:43', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 17:50:07', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 17:49:53', 'text': '感动'}
{'danmu_send_time': '2020-02-08 17:49:22', 'text': '蝙蝠有啥罪？你非要吃野生动物，岂不找死！'}
{'danmu_send_time': '2020-02-08 17:16:13', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 17:02:06', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 16:27:46', 'text': '感谢！'}
{'danmu_send_time': '2020-02-08 16:25:02', 'text': '❤️❤️❤️❤️❤️❤️'}
{'danmu_send_time': '2020-02-08 16:24:51', 'text': '武汉加油~中国加油~'}
{'danmu_send_time': '2020-02-08 16:22:29', 'text': '感谢谢谢谢谢'}
{'danmu_send_time': '2020-02-08 16:14:20', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 16:13:58', 'text': '感谢谢谢谢'}
{'danmu_send_time': '2020-02-08 16:11:21', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 14:27:42', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 13:35:36', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 13:34:07', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 10:59:15', 'text': '谢谢阿福谢谢阿福'}
{'danmu_send_time': '2020-02-08 10:53:52', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 09:57:10', 'text': '感谢'}
{'danmu_send_time': '2020-02-08 08:30:21', 'text': '谢谢'}
{'danmu_send_time': '2020-02-08 07:14:51', 'text': '感谢国际友人'}
{'danmu_send_time': '2020-02-08 04:49:15', 'text': '每次人类犯的错都要让动物被黑锅'}
{'danmu_send_time': '2020-02-08 02:52:07', 'text': '感谢您们对中国的支持与帮助，谢谢。'}
{'danmu_send_time': '2020-02-08 01:47:21', 'text': '谢谢！'}
{'danmu_send_time': '2020-02-08 00:56:26', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 23:50:59', 'text': '谢谢阿福！'}
{'danmu_send_time': '2020-02-07 23:19:47', 'text': '谢谢你'}
{'danmu_send_time': '2020-02-07 23:18:43', 'text': '感谢感谢'}
{'danmu_send_time': '2020-02-07 23:18:33', 'text': '感谢感谢'}
{'danmu_send_time': '2020-02-07 22:57:14', 'text': '不是蝙蝠的事，是穿山甲'}
{'danmu_send_time': '2020-02-07 22:25:35', 'text': '感谢感恩'}
{'danmu_send_time': '2020-02-07 22:00:34', 'text': '我给建议 病毒杀死病毒'}
{'danmu_send_time': '2020-02-07 21:26:25', 'text': '谢谢'}
{'danmu_send_time': '2020-02-07 20:59:10', 'text': '穿山甲'}
{'danmu_send_time': '2020-02-07 20:32:04', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 19:58:14', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 19:47:52', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 18:52:54', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 18:17:47', 'text': '感恩'}
{'danmu_send_time': '2020-02-07 17:40:34', 'text': '谢谢'}
{'danmu_send_time': '2020-02-07 15:33:10', 'text': '感谢！'}
{'danmu_send_time': '2020-02-07 14:58:14', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 14:58:02', 'text': '十分感谢'}
{'danmu_send_time': '2020-02-07 13:40:16', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 13:38:53', 'text': '杀光蝙蝠'}
{'danmu_send_time': '2020-02-07 13:38:15', 'text': '蝙蝠也可能传染其他动物，有本事全中国都吃素'}
{'danmu_send_time': '2020-02-07 13:32:21', 'text': '这咋就哭了'}
{'danmu_send_time': '2020-02-07 12:50:45', 'text': '谢谢'}
{'danmu_send_time': '2020-02-07 12:46:33', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 11:43:13', 'text': '前面说万恶的蝙蝠的   笑……'}
{'danmu_send_time': '2020-02-07 11:25:28', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 09:57:11', 'text': '感谢'}
{'danmu_send_time': '2020-02-07 05:38:33', 'text': '谢谢'}
{'danmu_send_time': '2020-02-07 00:17:03', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 23:59:27', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 23:53:17', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 23:22:19', 'text': '感谢！'}
{'danmu_send_time': '2020-02-06 23:00:05', 'text': '谢谢您'}
{'danmu_send_time': '2020-02-06 22:11:40', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-06 22:07:35', 'text': '感谢您，借你吉言。衷心的感谢您'}
{'danmu_send_time': '2020-02-06 22:02:07', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 21:40:56', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 21:40:40', 'text': '好人一身平安'}
{'danmu_send_time': '2020-02-06 20:56:23', 'text': '感谢  感谢'}
{'danmu_send_time': '2020-02-06 20:48:41', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 20:45:07', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 19:21:53', 'text': '感谢！'}
{'danmu_send_time': '2020-02-06 18:54:40', 'text': '哎哟福嫂别哭啊！你一哭我也想哭！都会好的！！！'}
{'danmu_send_time': '2020-02-06 18:25:33', 'text': '感谢！！！'}
{'danmu_send_time': '2020-02-06 17:26:40', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 17:26:31', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 17:26:22', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 17:26:15', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 17:26:06', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 17:25:47', 'text': '谢谢你'}
{'danmu_send_time': '2020-02-06 17:25:25', 'text': '谢谢你啊！'}
{'danmu_send_time': '2020-02-06 17:17:40', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 17:02:35', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 16:45:22', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 16:32:08', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 16:20:44', 'text': '感谢你'}
{'danmu_send_time': '2020-02-06 15:46:19', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 15:26:41', 'text': '非常的感谢'}
{'danmu_send_time': '2020-02-06 14:45:57', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 12:46:32', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 12:36:18', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 12:36:10', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 10:59:02', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 10:45:38', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 10:45:24', 'text': '谢谢'}
{'danmu_send_time': '2020-02-06 10:32:50', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 10:32:17', 'text': '最好不要说武汉肺炎，这是全世界的事情'}
{'danmu_send_time': '2020-02-06 09:46:28', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-06 06:16:15', 'text': '谢谢谢谢谢谢'}
{'danmu_send_time': '2020-02-06 04:58:55', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-06 04:04:56', 'text': 'Danke'}
{'danmu_send_time': '2020-02-06 02:47:06', 'text': '致敬'}
{'danmu_send_time': '2020-02-06 02:40:10', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 01:36:58', 'text': '过桥米线为热干面加油！'}
{'danmu_send_time': '2020-02-06 01:33:38', 'text': '不吃野味 啥事没有'}
{'danmu_send_time': '2020-02-06 01:32:53', 'text': '感谢蝙蝠封印了病毒 可偏有人要去吃他！'}
{'danmu_send_time': '2020-02-06 01:01:47', 'text': '感谢'}
{'danmu_send_time': '2020-02-06 00:52:30', 'text': '感谢'}
